room_id,room_num,type,price,Branch_name,booking_count,total_revenue,avg_stay,cluster,cluster_name
610,563,Family,59.0,Luxor Nile Branch,2.0,1013.9200000000001,8.0,1,1st (Cluster 1)
613,121,Double,140.0,Aswan View Branch,1.0,1867.6,10.0,1,1st (Cluster 1)
614,370,Single,64.0,Aswan View Branch,1.0,871.08,11.0,1,1st (Cluster 1)
616,660,Family,259.0,Aswan View Branch,2.0,2423.0699999999997,5.0,1,1st (Cluster 1)
617,719,Single,302.0,Aswan View Branch,2.0,6810.389999999999,12.0,1,1st (Cluster 1)
618,786,Single,76.0,Aswan View Branch,1.0,520.06,8.0,1,1st (Cluster 1)
619,287,Family,347.0,Mansoura Center Branch,1.0,2548.2,7.0,1,1st (Cluster 1)
620,298,Double,188.0,Downtown Branch,2.0,4044.2,11.0,1,1st (Cluster 1)
622,899,Twin,231.0,Aswan View Branch,1.0,488.48,2.0,1,1st (Cluster 1)
623,562,Single,242.0,Aswan View Branch,2.0,3055.79,5.0,1,1st (Cluster 1)
631,703,Double,311.0,Luxor Nile Branch,1.0,4614.06,12.0,1,1st (Cluster 1)
634,629,Twin,239.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
636,637,Twin,229.0,Mansoura Center Branch,2.0,2630.68,5.5,1,1st (Cluster 1)
637,351,Twin,231.0,Aswan View Branch,1.0,3382.42,12.0,1,1st (Cluster 1)
639,280,Double,190.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
640,324,Twin,227.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
646,898,Family,317.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
647,109,Twin,282.0,Downtown Branch,0.0,0.0,0.0,0,3st (Cluster 3)
652,729,Family,204.0,Downtown Branch,1.0,1982.71,9.0,1,1st (Cluster 1)
653,166,Family,183.0,Aswan View Branch,1.0,2660.67,13.0,1,1st (Cluster 1)
654,654,Twin,140.0,Downtown Branch,1.0,1411.58,10.0,1,1st (Cluster 1)
655,216,Double,257.0,Aswan View Branch,1.0,2826.3,9.0,1,1st (Cluster 1)
658,337,Family,60.0,Aswan View Branch,2.0,1037.1100000000001,9.5,1,1st (Cluster 1)
659,355,Family,173.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
660,438,Double,232.0,Mansoura Center Branch,1.0,3071.48,14.0,1,1st (Cluster 1)
661,568,Single,333.0,Mansoura Center Branch,1.0,865.91,3.0,1,1st (Cluster 1)
663,127,Single,228.0,Luxor Nile Branch,1.0,1246.09,6.0,1,1st (Cluster 1)
664,752,Double,169.0,Downtown Branch,1.0,1672.83,10.0,1,1st (Cluster 1)
666,863,Double,306.0,Downtown Branch,1.0,3233.47,12.0,1,1st (Cluster 1)
675,263,Single,286.0,Downtown Branch,2.0,4348.93,7.5,1,1st (Cluster 1)
682,205,Double,265.0,Aswan View Branch,1.0,3469.95,14.0,1,1st (Cluster 1)
684,829,Family,270.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
685,299,Double,235.0,Mansoura Center Branch,1.0,2082.32,9.0,1,1st (Cluster 1)
686,854,Single,212.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
689,556,Single,295.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
692,376,Twin,141.0,Aswan View Branch,2.0,726.28,3.5,1,1st (Cluster 1)
693,883,Family,314.0,Aswan View Branch,1.0,1076.82,4.0,1,1st (Cluster 1)
700,401,Single,240.0,Downtown Branch,2.0,4685.74,8.5,1,1st (Cluster 1)
701,487,Family,82.0,Aswan View Branch,1.0,494.04,7.0,1,1st (Cluster 1)
702,704,Twin,343.0,Aswan View Branch,2.0,2696.02,4.5,1,1st (Cluster 1)
703,536,Suite,135.0,Mansoura Center Branch,1.0,820.83,6.0,2,2st (Cluster 2)
705,275,Family,306.0,Aswan View Branch,2.0,6798.780000000001,9.0,1,1st (Cluster 1)
706,389,Family,174.0,Aswan View Branch,1.0,1578.54,10.0,1,1st (Cluster 1)
717,591,Family,238.0,Downtown Branch,0.0,0.0,0.0,0,3st (Cluster 3)
719,102,Single,325.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
720,914,Single,280.0,Mansoura Center Branch,2.0,3712.73,6.5,1,1st (Cluster 1)
721,913,Deluxe,249.0,Luxor Nile Branch,1.0,1266.55,5.0,2,2st (Cluster 2)
723,662,Twin,114.0,Aswan View Branch,2.0,2862.55,13.0,1,1st (Cluster 1)
725,543,Single,124.0,Downtown Branch,1.0,1134.39,7.0,1,1st (Cluster 1)
726,631,Family,243.0,Aswan View Branch,1.0,3298.32,11.0,1,1st (Cluster 1)
727,264,Family,159.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
728,169,Deluxe,130.0,Aswan View Branch,1.0,771.86,5.0,2,2st (Cluster 2)
729,767,Family,169.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
731,450,Single,190.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
735,545,Double,182.0,Mansoura Center Branch,1.0,367.38,2.0,1,1st (Cluster 1)
741,516,Single,196.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
742,133,Double,271.0,Aswan View Branch,1.0,3540.57,14.0,1,1st (Cluster 1)
743,431,Single,142.0,Luxor Nile Branch,2.0,1834.79,6.5,1,1st (Cluster 1)
744,994,Family,263.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
746,808,Double,212.0,Aswan View Branch,1.0,3381.27,14.0,1,1st (Cluster 1)
747,837,Single,338.0,Luxor Nile Branch,1.0,4880.27,11.0,1,1st (Cluster 1)
749,736,Twin,161.0,Downtown Branch,0.0,0.0,0.0,0,3st (Cluster 3)
750,526,Twin,302.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
752,942,Double,97.0,Mansoura Center Branch,1.0,1336.01,11.0,1,1st (Cluster 1)
756,204,Single,276.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
765,256,Single,255.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
769,714,Family,255.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
770,817,Twin,219.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
772,308,Single,191.0,Luxor Nile Branch,2.0,3972.91,9.0,1,1st (Cluster 1)
774,177,Suite,259.0,Downtown Branch,1.0,1127.14,5.0,2,2st (Cluster 2)
778,276,Single,297.0,Mansoura Center Branch,1.0,1321.54,4.0,1,1st (Cluster 1)
780,270,Family,176.0,Aswan View Branch,2.0,3022.0699999999997,8.0,1,1st (Cluster 1)
782,848,Twin,274.0,Luxor Nile Branch,1.0,970.54,3.0,1,1st (Cluster 1)
783,622,Single,142.0,Downtown Branch,1.0,2217.69,13.0,1,1st (Cluster 1)
784,596,Twin,322.0,Aswan View Branch,2.0,5533.05,8.0,1,1st (Cluster 1)
786,534,Deluxe,252.0,Downtown Branch,1.0,1238.43,5.0,2,2st (Cluster 2)
787,442,Family,319.0,Aswan View Branch,2.0,4789.64,7.5,1,1st (Cluster 1)
788,986,Single,117.0,Aswan View Branch,2.0,3302.6400000000003,11.5,1,1st (Cluster 1)
789,339,Twin,194.0,Downtown Branch,2.0,2688.02,7.0,1,1st (Cluster 1)
790,812,Family,320.0,Mansoura Center Branch,1.0,4725.81,13.0,1,1st (Cluster 1)
791,812,Twin,248.0,Mansoura Center Branch,2.0,5364.26,9.5,1,1st (Cluster 1)
797,373,Twin,131.0,Mansoura Center Branch,2.0,1448.15,8.5,1,1st (Cluster 1)
799,214,Double,311.0,Luxor Nile Branch,1.0,837.9,3.0,1,1st (Cluster 1)
800,619,Family,252.0,Aswan View Branch,2.0,3022.0,5.0,1,1st (Cluster 1)
806,645,Family,84.0,Luxor Nile Branch,1.0,516.32,5.0,1,1st (Cluster 1)
807,278,Double,261.0,Downtown Branch,2.0,4715.9,9.0,1,1st (Cluster 1)
817,686,Twin,322.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
818,653,Double,191.0,Downtown Branch,0.0,0.0,0.0,0,3st (Cluster 3)
819,377,Deluxe,285.0,Aswan View Branch,1.0,3330.61,10.0,2,2st (Cluster 2)
820,708,Family,211.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
822,544,Double,100.0,Aswan View Branch,1.0,1269.23,10.0,1,1st (Cluster 1)
826,952,Suite,190.0,Downtown Branch,1.0,1689.32,7.0,2,2st (Cluster 2)
828,975,Twin,122.0,Aswan View Branch,2.0,2273.0,7.5,1,1st (Cluster 1)
831,205,Family,171.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
833,635,Twin,318.0,Mansoura Center Branch,1.0,4606.39,12.0,1,1st (Cluster 1)
839,991,Family,212.0,Luxor Nile Branch,1.0,1233.34,5.0,1,1st (Cluster 1)
840,120,Family,107.0,Downtown Branch,2.0,3284.5699999999997,12.0,1,1st (Cluster 1)
841,576,Family,151.0,Aswan View Branch,1.0,1006.77,6.0,1,1st (Cluster 1)
845,145,Family,98.0,Luxor Nile Branch,1.0,966.03,9.0,1,1st (Cluster 1)
846,593,Single,257.0,Mansoura Center Branch,2.0,6227.34,12.5,1,1st (Cluster 1)
848,346,Twin,199.0,Mansoura Center Branch,1.0,1708.28,7.0,1,1st (Cluster 1)
852,672,Twin,175.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
854,148,Twin,150.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
855,357,Single,147.0,Mansoura Center Branch,1.0,1025.68,6.0,1,1st (Cluster 1)
856,448,Single,198.0,Mansoura Center Branch,1.0,530.82,3.0,1,1st (Cluster 1)
857,152,Suite,223.0,Aswan View Branch,1.0,1970.64,9.0,2,2st (Cluster 2)
859,768,Double,257.0,Aswan View Branch,1.0,2238.71,8.0,1,1st (Cluster 1)
861,834,Twin,275.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
862,958,Double,284.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
863,120,Single,315.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
864,257,Double,244.0,Luxor Nile Branch,1.0,2925.31,9.0,1,1st (Cluster 1)
865,270,Double,248.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
866,394,Family,274.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
868,905,Twin,160.0,Mansoura Center Branch,2.0,3090.82,8.0,1,1st (Cluster 1)
869,616,Single,88.0,Downtown Branch,2.0,1343.24,6.0,1,1st (Cluster 1)
871,233,Twin,134.0,Aswan View Branch,2.0,2872.45,9.5,1,1st (Cluster 1)
873,937,Family,178.0,Downtown Branch,1.0,1607.04,8.0,1,1st (Cluster 1)
874,400,Single,266.0,Aswan View Branch,1.0,2492.37,9.0,1,1st (Cluster 1)
876,178,Suite,275.0,Luxor Nile Branch,1.0,2170.75,8.0,2,2st (Cluster 2)
877,593,Twin,242.0,Luxor Nile Branch,1.0,712.87,3.0,1,1st (Cluster 1)
878,259,Twin,267.0,Mansoura Center Branch,2.0,1253.45,6.5,1,1st (Cluster 1)
880,203,Single,173.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
882,500,Family,228.0,Downtown Branch,1.0,1432.14,6.0,1,1st (Cluster 1)
883,709,Suite,264.0,Aswan View Branch,1.0,3498.01,10.0,2,2st (Cluster 2)
884,141,Double,324.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
885,176,Deluxe,124.0,Downtown Branch,1.0,943.3,7.0,2,2st (Cluster 2)
886,679,Double,328.0,Mansoura Center Branch,1.0,4051.73,13.0,1,1st (Cluster 1)
889,381,Double,213.0,Aswan View Branch,1.0,812.06,3.0,1,1st (Cluster 1)
891,754,Family,146.0,Luxor Nile Branch,1.0,2505.64,14.0,1,1st (Cluster 1)
892,851,Twin,71.0,Mansoura Center Branch,2.0,927.39,5.5,1,1st (Cluster 1)
893,949,Single,231.0,Aswan View Branch,1.0,2593.38,9.0,1,1st (Cluster 1)
894,224,Twin,67.0,Aswan View Branch,2.0,1298.1100000000001,9.0,1,1st (Cluster 1)
895,313,Suite,173.0,Aswan View Branch,2.0,3501.2999999999997,9.5,2,2st (Cluster 2)
897,503,Single,69.0,Mansoura Center Branch,1.0,350.28,4.0,1,1st (Cluster 1)
898,278,Single,161.0,Luxor Nile Branch,1.0,1739.72,11.0,1,1st (Cluster 1)
901,443,Single,80.0,Aswan View Branch,1.0,846.64,9.0,1,1st (Cluster 1)
902,680,Twin,293.0,Mansoura Center Branch,2.0,3326.2200000000003,4.5,1,1st (Cluster 1)
903,463,Family,233.0,Mansoura Center Branch,1.0,2363.67,8.0,1,1st (Cluster 1)
909,904,Twin,159.0,Downtown Branch,1.0,960.7,5.0,1,1st (Cluster 1)
913,458,Suite,315.0,Mansoura Center Branch,1.0,3008.39,10.0,2,2st (Cluster 2)
914,187,Single,317.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
915,120,Double,345.0,Aswan View Branch,1.0,1746.28,4.0,1,1st (Cluster 1)
916,152,Double,186.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
917,249,Family,96.0,Aswan View Branch,1.0,437.99,5.0,1,1st (Cluster 1)
919,309,Family,152.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
926,635,Family,145.0,Mansoura Center Branch,1.0,826.39,6.0,1,1st (Cluster 1)
928,465,Twin,302.0,Mansoura Center Branch,2.0,4409.24,6.5,1,1st (Cluster 1)
929,950,Deluxe,238.0,Aswan View Branch,1.0,1906.18,6.0,2,2st (Cluster 2)
930,845,Double,175.0,Aswan View Branch,2.0,3186.84,7.5,1,1st (Cluster 1)
932,691,Twin,65.0,Luxor Nile Branch,2.0,1613.1999999999998,9.5,1,1st (Cluster 1)
933,418,Twin,322.0,Aswan View Branch,2.0,6552.45,11.0,1,1st (Cluster 1)
934,250,Family,156.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
939,742,Family,297.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
940,568,Single,239.0,Luxor Nile Branch,1.0,955.85,4.0,1,1st (Cluster 1)
941,466,Family,198.0,Aswan View Branch,1.0,1362.28,7.0,1,1st (Cluster 1)
943,872,Single,126.0,Downtown Branch,1.0,435.81,3.0,1,1st (Cluster 1)
947,758,Family,334.0,Mansoura Center Branch,1.0,4263.54,10.0,1,1st (Cluster 1)
949,117,Single,295.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
951,982,Double,100.0,Mansoura Center Branch,1.0,869.59,9.0,1,1st (Cluster 1)
954,947,Deluxe,162.0,Aswan View Branch,1.0,740.14,5.0,2,2st (Cluster 2)
958,506,Twin,131.0,Aswan View Branch,2.0,2004.52,7.5,1,1st (Cluster 1)
959,945,Family,281.0,Downtown Branch,0.0,0.0,0.0,0,3st (Cluster 3)
960,234,Double,166.0,Mansoura Center Branch,2.0,3605.38,9.5,1,1st (Cluster 1)
962,836,Family,349.0,Luxor Nile Branch,2.0,2899.52,4.5,1,1st (Cluster 1)
965,458,Deluxe,180.0,Mansoura Center Branch,2.0,2467.74,7.0,2,2st (Cluster 2)
969,806,Double,184.0,Aswan View Branch,2.0,4821.1,12.5,1,1st (Cluster 1)
972,860,Family,173.0,Mansoura Center Branch,1.0,614.4,3.0,1,1st (Cluster 1)
974,752,Family,296.0,Mansoura Center Branch,1.0,1461.45,5.0,1,1st (Cluster 1)
975,517,Twin,299.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
976,348,Double,293.0,Aswan View Branch,2.0,4017.56,7.0,1,1st (Cluster 1)
982,583,Family,299.0,Aswan View Branch,2.0,1977.23,3.5,1,1st (Cluster 1)
984,680,Family,221.0,Aswan View Branch,1.0,3032.04,13.0,1,1st (Cluster 1)
985,441,Single,192.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
986,514,Double,282.0,Downtown Branch,1.0,3480.9,11.0,1,1st (Cluster 1)
989,548,Double,151.0,Downtown Branch,0.0,0.0,0.0,0,3st (Cluster 3)
991,583,Family,293.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
994,899,Twin,180.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
995,180,Twin,207.0,Mansoura Center Branch,1.0,1621.86,6.0,1,1st (Cluster 1)
996,584,Double,249.0,Mansoura Center Branch,1.0,2272.72,7.0,1,1st (Cluster 1)
1000,786,Single,287.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1004,532,Family,282.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1005,173,Double,67.0,Aswan View Branch,1.0,806.92,10.0,1,1st (Cluster 1)
1009,244,Double,176.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1010,516,Single,154.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1012,345,Twin,185.0,Downtown Branch,1.0,3124.18,14.0,1,1st (Cluster 1)
1016,211,Single,143.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1017,240,Double,319.0,Luxor Nile Branch,1.0,3856.94,10.0,1,1st (Cluster 1)
1018,819,Deluxe,137.0,Downtown Branch,1.0,1078.9,6.0,2,2st (Cluster 2)
1023,963,Double,293.0,Luxor Nile Branch,1.0,2647.54,8.0,1,1st (Cluster 1)
1024,990,Twin,268.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1029,941,Family,287.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1031,211,Deluxe,192.0,Aswan View Branch,2.0,4146.77,9.0,2,2st (Cluster 2)
1032,254,Twin,270.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1035,647,Double,270.0,Mansoura Center Branch,2.0,6070.41,12.0,1,1st (Cluster 1)
1037,420,Suite,300.0,Downtown Branch,1.0,1861.32,7.0,2,2st (Cluster 2)
1038,409,Single,287.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1039,249,Double,278.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1040,965,Single,313.0,Mansoura Center Branch,1.0,3013.7,10.0,1,1st (Cluster 1)
1041,470,Twin,211.0,Aswan View Branch,1.0,494.32,2.0,1,1st (Cluster 1)
1043,431,Twin,105.0,Downtown Branch,2.0,1307.84,6.5,1,1st (Cluster 1)
1044,844,Family,223.0,Mansoura Center Branch,1.0,2320.81,9.0,1,1st (Cluster 1)
1046,855,Double,311.0,Aswan View Branch,2.0,4424.46,7.0,1,1st (Cluster 1)
1048,315,Twin,325.0,Downtown Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1049,567,Double,123.0,Downtown Branch,2.0,2704.4,10.5,1,1st (Cluster 1)
1050,129,Single,172.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1052,681,Suite,222.0,Aswan View Branch,1.0,2440.94,10.0,2,2st (Cluster 2)
1059,570,Double,245.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1060,553,Single,303.0,Mansoura Center Branch,1.0,2145.11,7.0,1,1st (Cluster 1)
1062,430,Single,152.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1063,297,Family,141.0,Aswan View Branch,2.0,3982.0699999999997,11.0,1,1st (Cluster 1)
1064,422,Double,247.0,Mansoura Center Branch,1.0,2163.78,10.0,1,1st (Cluster 1)
1065,447,Single,150.0,Aswan View Branch,1.0,1403.93,9.0,1,1st (Cluster 1)
1066,841,Double,168.0,Luxor Nile Branch,1.0,1997.61,10.0,1,1st (Cluster 1)
1067,585,Twin,97.0,Aswan View Branch,2.0,2011.61,9.0,1,1st (Cluster 1)
1069,816,Twin,202.0,Aswan View Branch,1.0,1029.27,4.0,1,1st (Cluster 1)
1070,355,Family,153.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1074,959,Twin,222.0,Luxor Nile Branch,1.0,3586.59,13.0,1,1st (Cluster 1)
1082,864,Double,249.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1084,931,Single,287.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1086,719,Single,238.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1087,794,Twin,228.0,Aswan View Branch,1.0,3325.93,12.0,1,1st (Cluster 1)
1088,501,Single,233.0,Luxor Nile Branch,2.0,3753.83,7.5,1,1st (Cluster 1)
1093,640,Double,128.0,Mansoura Center Branch,2.0,2895.06,10.0,1,1st (Cluster 1)
1094,153,Family,101.0,Downtown Branch,2.0,1866.54,9.5,1,1st (Cluster 1)
1097,877,Twin,252.0,Aswan View Branch,1.0,2382.22,8.0,1,1st (Cluster 1)
1098,258,Twin,146.0,Downtown Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1099,624,Twin,167.0,Aswan View Branch,1.0,531.91,3.0,1,1st (Cluster 1)
1105,847,Twin,188.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1106,919,Twin,276.0,Mansoura Center Branch,2.0,4177.389999999999,7.5,1,1st (Cluster 1)
1108,979,Suite,208.0,Downtown Branch,2.0,4158.860000000001,8.0,2,2st (Cluster 2)
1111,449,Twin,176.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1112,898,Twin,214.0,Aswan View Branch,1.0,573.93,2.0,1,1st (Cluster 1)
1113,409,Family,256.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1114,566,Double,277.0,Aswan View Branch,1.0,2852.99,12.0,1,1st (Cluster 1)
1119,545,Double,154.0,Luxor Nile Branch,1.0,376.75,2.0,1,1st (Cluster 1)
1120,570,Single,198.0,Downtown Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1123,672,Single,330.0,Aswan View Branch,2.0,2609.15,4.0,1,1st (Cluster 1)
1124,531,Single,122.0,Mansoura Center Branch,2.0,1575.38,6.0,1,1st (Cluster 1)
1125,169,Suite,115.0,Luxor Nile Branch,1.0,1068.63,7.0,2,2st (Cluster 2)
1132,899,Family,76.0,Mansoura Center Branch,1.0,268.04,3.0,1,1st (Cluster 1)
1133,169,Family,337.0,Aswan View Branch,2.0,3338.93,8.0,1,1st (Cluster 1)
1134,939,Double,108.0,Downtown Branch,1.0,1553.31,13.0,1,1st (Cluster 1)
1135,132,Suite,180.0,Aswan View Branch,1.0,1718.47,11.0,2,2st (Cluster 2)
1136,332,Double,105.0,Downtown Branch,1.0,501.23,4.0,1,1st (Cluster 1)
1137,200,Double,191.0,Aswan View Branch,2.0,4592.19,11.5,1,1st (Cluster 1)
1139,217,Family,252.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1140,814,Family,267.0,Downtown Branch,2.0,5066.95,9.0,1,1st (Cluster 1)
1142,743,Family,318.0,Aswan View Branch,2.0,6633.32,9.5,1,1st (Cluster 1)
1151,169,Single,62.0,Aswan View Branch,2.0,867.69,6.0,1,1st (Cluster 1)
1152,593,Single,59.0,Luxor Nile Branch,2.0,1195.29,9.0,1,1st (Cluster 1)
1153,747,Family,172.0,Luxor Nile Branch,1.0,324.8,2.0,1,1st (Cluster 1)
1154,860,Twin,285.0,Downtown Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1157,662,Family,274.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1158,578,Single,159.0,Mansoura Center Branch,2.0,2716.09,8.5,1,1st (Cluster 1)
1159,992,Twin,277.0,Mansoura Center Branch,1.0,2556.12,9.0,1,1st (Cluster 1)
1161,393,Single,269.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1162,341,Family,90.0,Mansoura Center Branch,1.0,1186.94,12.0,1,1st (Cluster 1)
1163,504,Double,260.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1164,791,Double,277.0,Luxor Nile Branch,2.0,3770.2,6.0,1,1st (Cluster 1)
1166,218,Double,166.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1167,737,Single,251.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1168,809,Double,288.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1169,282,Double,255.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1172,551,Double,195.0,Mansoura Center Branch,1.0,2698.63,14.0,1,1st (Cluster 1)
1173,314,Family,314.0,Downtown Branch,1.0,2193.33,7.0,1,1st (Cluster 1)
1175,561,Twin,315.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1177,733,Family,138.0,Mansoura Center Branch,1.0,2231.36,14.0,1,1st (Cluster 1)
1179,307,Double,176.0,Downtown Branch,1.0,2440.05,11.0,1,1st (Cluster 1)
1180,281,Double,212.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1181,158,Family,152.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1183,840,Deluxe,264.0,Downtown Branch,1.0,2609.56,11.0,2,2st (Cluster 2)
1184,164,Family,173.0,Aswan View Branch,2.0,1326.05,3.5,1,1st (Cluster 1)
1185,260,Twin,257.0,Downtown Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1186,362,Single,190.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1188,391,Twin,298.0,Downtown Branch,1.0,3403.06,13.0,1,1st (Cluster 1)
1189,666,Twin,272.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1190,963,Family,185.0,Aswan View Branch,1.0,456.44,2.0,1,1st (Cluster 1)
1191,740,Deluxe,175.0,Mansoura Center Branch,2.0,2397.18,7.5,2,2st (Cluster 2)
1194,342,Family,249.0,Luxor Nile Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1195,151,Single,308.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1196,997,Family,284.0,Aswan View Branch,2.0,4951.32,7.0,1,1st (Cluster 1)
1197,288,Double,232.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1199,445,Family,218.0,Downtown Branch,2.0,3217.8999999999996,11.5,1,1st (Cluster 1)
1200,421,Double,192.0,Downtown Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1202,940,Twin,214.0,Aswan View Branch,1.0,803.92,3.0,1,1st (Cluster 1)
1209,915,Single,242.0,Downtown Branch,1.0,2434.45,10.0,1,1st (Cluster 1)
1210,675,Twin,156.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1212,807,Single,283.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1213,651,Twin,230.0,Mansoura Center Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1217,594,Twin,204.0,Mansoura Center Branch,1.0,3126.9,12.0,1,1st (Cluster 1)
1218,445,Single,140.0,Aswan View Branch,2.0,3061.38,10.0,1,1st (Cluster 1)
1220,929,Double,258.0,Mansoura Center Branch,2.0,2991.21,6.0,1,1st (Cluster 1)
1222,236,Double,211.0,Aswan View Branch,0.0,0.0,0.0,0,3st (Cluster 3)
1223,115,Suite,209.0,Luxor Nile Branch,2.0,3348.16,7.5,2,2st (Cluster 2)
